Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
472,SJ-II-m-B-05093.01,Biserica reformată,sat PETRINDU; comuna CUZĂPLAC,202,"sec. XIV, transf. în sec. XVIII"
473,SJ-II-m-B-05093.02,Clopotniţa de lemn,sat PETRINDU; comuna CUZĂPLAC,202,sec. XVIII
474,SJ-II-m-B-05094,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat PIROŞA; comuna BĂBENI,70,sec. XVII
475,SJ-II-m-A-05095,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat POARTA SĂLAJULUI; comuna ROMÂNAŞI,97,înc. sec. XVIII
476,SJ-II-m-B-05096,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat PODIŞU; comuna ILEANDA,73,sf. sec. XVIII
477,SJ-II-m-A-05097,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat POIENIŢA; comuna BĂBENI,161,sec. XVIII
478,SJ-II-m-B-05098,"Biserica de lemn ""Înălţarea Domnului”",sat PORŢ; comuna MARCA,25A,1792
479,SJ-II-m-B-05099,"Biserica de lemn ""Sf. Gheorghe”",sat PRODĂNEŞTI; comuna CREACA,92A,1730
480,SJ-II-m-B-05100,"Biserica de lemn ""Adormirea Maicii Domnului”",sat PURCĂREŢ; comuna LETCA,67,înc. sec. XIX
481,SJ-II-m-A-05101,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat RACÎŞ; comuna HIDA,8,1741
482,SJ-II-m-B-05102,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat RĂSTOCI; comuna ILEANDA,51,1833
483,SJ-II-m-B-05103,"Biserica de lemn ""Adormirea Maicii Domnului”",sat RĂSTOLŢU DEŞERT; comuna AGRIJ,75,înc.sec. XIX
484,SJ-II-m-B-05104,"Biserica de lemn ""Adormirea Maicii Domnului”",sat RĂSTOLŢU MARE; comuna BUCIUMI,41,1835
485,SJ-II-m-A-05105,Turn clopotniţă de lemn,sat RECEA; comuna VÎRŞOLŢ,217,1754
486,SJ-II-m-B-05106,"Cazarmă, azi moară",sat ROMÂNAŞI; comuna ROMÂNAŞI,165,sec. XIX
487,SJ-II-m-A-05107,"Biserica de lemn ""Sf. Nicolae”",sat ROMITA; comuna ROMÂNAŞI,133,înc. sec. XVIII
488,SJ-II-m-B-05108,Biserica reformată,sat SĂLĂŢIG; comuna SĂLĂŢIG,135,"1753, transf.1809"
489,SJ-II-a-B-05112,Ansamblul bisericii reformate,sat SFĂRAŞ; comuna ALMAŞU,107,sec. XV - XVIII
490,SJ-II-m-B-05112.01,Biserica reformată,sat SFĂRAŞ; comuna ALMAŞU,107,sec. XV
491,SJ-II-m-B-05112.02,Clopotniţa de lemn,sat SFĂRAŞ; comuna ALMAŞU,107,1750
492,SJ-II-m-B-05113,"Biserica de lemn ""Sf. Arhangheli Mihail şi Gavriil”",sat SIGHETU SILVANIEI; comuna CHIEŞD,180,1632
