Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
651,CJ-I-s-B-07219,"Situl arheologic de la Urişor, ""Staţia Electro”",punct sat URIŞOR; comuna CĂŞEIU,"""Staţia Electro”",
652,CJ-I-m-B-07219.01,Aşezare,sat URIŞOR; comuna CĂŞEIU,"""Staţia Electro”",Epoca medievală timpurie
653,CJ-I-m-B-07219.02,Aşezare,sat URIŞOR; comuna CĂŞEIU,"""Staţia Electro”",Epoca romană
654,CJ-I-m-B-07219.03,Aşezare,sat URIŞOR; comuna CĂŞEIU,"""Staţia Electro”",Epoca bronzului
655,CJ-I-s-B-07220,Aşezare,sat URIŞOR; comuna CĂŞEIU,"""Dealul lui Bela”",Epoca romană
656,CJ-I-s-B-07221,Aşezare,sat URIŞOR; comuna CĂŞEIU,"""La Biserică”",sec. XIII - XIV
657,CJ-I-s-B-07222,Aşezare,sat VAD; comuna,"VAD ""Cetăţuia”",Neolitic
658,CJ-I-s-B-07223,Aşezare,sat VAD; comuna,"VAD ""Fântâna Vlădichii”",Epoca bronzului
659,CJ-I-s-A-07224,Exploatare de sare (salină),sat VALEA FLORILOR; comuna PLOSCOŞ,,Latène
660,CJ-I-s-A-07225,"Situl arheologic de la Valea punct ""La nord de sat”","Florilor, sat VALEA FLORILOR; comuna PLOSCOŞ",La N de sat,
661,CJ-I-m-A-07225.01,Aşezare,sat VALEA FLORILOR; comuna PLOSCOŞ,La N de sat,Hallstatt
662,CJ-I-m-A-07225.02,Tumuli,sat VALEA FLORILOR; comuna PLOSCOŞ,La N de sat,Preistorie
663,CJ-I-s-B-07226,Aşezare,sat VĂLENI; comuna CĂIANU,"""Mătălăul Mare”","Perioada de tranziţie la epoca bronzului, Cultura Coţofeni"
664,CJ-I-s-B-07227,Tumuli,sat VÂLCELE; FELEACU,"comuna ""La Vâlcea”, ""La popas”",Preistorie
665,CJ-I-s-B-07228,Aşezare,sat VÂLCELE; FELEACU,"comuna ""Sălişte”",Epoca romană
666,CJ-I-s-A-07229,Turnuri de supraveghere limesului,a sat VÂNĂTORI; CIUCEA,"comuna ""Greben”, ""Cociun”, ""Dosul Turcului”, ""Comoara”, ""Vlăsiu”, ""Gornea”, ""Măgaşul”",Epoca romană
667,CJ-I-s-B-07230,"Situl arheologic de la Vechea, punct ""Valea Puturoasă”",sat VECHEA; CHINTENI,"comuna ""Valea Puturoasă”",Latène
668,CJ-I-m-B-07230.01,Aşezare,sat VECHEA; CHINTENI,"comuna ""Valea Puturoasă”",Latène
669,CJ-I-m-B-07230.02,Necropolă,sat VECHEA; CHINTENI,"comuna ""Valea Puturoasă”",Latène
670,CJ-I-s-B-07231,Aşezare,sat VECHEA; CHINTENI,"comuna ""Islaz”",Epoca bronzului
671,CJ-I-s-B-07232,"Situl arheologic de la Viişoara, punct ""Dealul Bărbos”",sat VIIŞOARA; VIIŞOARA,"comuna ""Dealul Bărbos”",
672,CJ-I-m-B-07232.01,Aşezare,sat VIIŞOARA; VIIŞOARA,"comuna ""Dealul Bărbos”",Epoca romană
673,CJ-I-m-B-07232.02,Aşezare,sat VIIŞOARA; VIIŞOARA,"comuna ""Dealul Bărbos”",Epoca bronzului
674,CJ-I-s-B-07233,Aşezare,sat VIIŞOARA; VIIŞOARA,"comuna ""Cărămida”, ""Dealul Bătrân”",Epoca romană
675,CJ-I-s-B-07234,"Situl arheologic de la Viişoara, punct ""Vatra satului""",sat VIIŞOARA; VIIŞOARA,comuna Vatra satului,
676,CJ-I-m-B-07234.01,Aşezare,sat VIIŞOARA; VIIŞOARA,comuna Vatra satului,Eneolitic
677,CJ-I-m-B-07234.02,Aşezare,sat VIIŞOARA; VIIŞOARA,comuna Vatra satului,Neolitic
678,CJ-I-s-A-07235,"Situl arheologic de la Viştea, ""Cărbunari”, ""Cotior”",punct sat VIŞTEA; comuna GÂRBĂU,"""Cărbunari”, ""Cotior”",
679,CJ-I-m-A-07235.01,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Cărbunari”, ""Cotior”",Eneolitic
680,CJ-I-m-A-07235.02,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Cărbunari”, ""Cotior”",Neolitic
681,CJ-I-s-B-07236,"Situl arheologic de la Viştea, ""Ghercea”, ""Răchita”, ""Râul ""Spini”","punct sat VIŞTEA; comuna Mic”, GÂRBĂU","""Ghercea”, ""Răchita”, ""Râul Mic”, ""Spini”",
682,CJ-I-m-B-07236.01,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Ghercea”, ""Răchita”, ""Râul Mic”, ""Spini”",Hallstatt
683,CJ-I-m-B-07236.02,Aşezare,sat VIŞTEA; comuna GÂRBĂU,"""Ghercea”, ""Răchita”, ""Râul Mic”, ""Spini”",Epoca bronzului
