Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
297,DJ-II-m-B-08102,Hanul Chintescu,municipiul CRAIOVA,"Str. Romanescu Nicolae, Incinta Craiova",I.A.S. mijl. sec. XIX
298,DJ-II-m-B-08103,Casă,municipiul CRAIOVA,Str. România Muncitoare 6,înc. sec. XX
299,DJ-II-m-B-08104,Casă,municipiul CRAIOVA,Str. România Muncitoare 8,sf. sec. XIX
300,DJ-II-m-B-08105,Casă,municipiul CRAIOVA,Str. România Muncitoare 17-19,înc. sec. XX
301,DJ-II-m-B-08106,Casa Peiciu,municipiul CRAIOVA,Str. România Muncitoare 17,sf. sec. XIX
302,DJ-II-m-B-08107,Casă,municipiul CRAIOVA,Str. România Muncitoare 18,mijl. sec. XIX
303,DJ-II-m-B-08108,Casă,municipiul CRAIOVA,Str. România Muncitoare 21,mijl. sec. XIX
304,DJ-II-m-B-08109,Casă,municipiul CRAIOVA,Str. România Muncitoare 21,sf. sec. XIX
305,DJ-II-m-B-08110,Casă,municipiul CRAIOVA,Str. România Muncitoare 23,înc. sec. XX
306,DJ-II-m-B-08111,Casă,municipiul CRAIOVA,Str. România Muncitoare 28-30,sf. sec. XIX
307, DJ-II-m-B-08112, Casă, municipiul CRAIOVA, Str. România Muncitoare 32, sf. sec. XIX
308,DJ-II-m-B-08113,Casă,municipiul CRAIOVA,Str. România Muncitoare 42,sf. sec. XIX
309,DJ-II-m-B-08114,Casă,municipiul CRAIOVA,Str. România Muncitoare 42-D,sf. sec. XIX
310,DJ-II-m-B-08115,Casă,municipiul CRAIOVA,Str. România Muncitoare 42-E,sf. sec. XIX
311,DJ-II-m-B-08116,Casă,municipiul CRAIOVA,Str. România Muncitoare 48,sf. sec. XIX
312,DJ-II-m-B-08117,Casă,municipiul CRAIOVA,Str. România Muncitoare 48-A,mijl. sec. XIX
313,DJ-II-m-B-08118,Casă,municipiul CRAIOVA,Str. România Muncitoare 68-A,sf. sec. XIX
314,DJ-II-m-B-08119,Casă,municipiul CRAIOVA,Str. România Muncitoare 74,sf. sec. XIX
315,DJ-II-m-B-08120,Casă,municipiul CRAIOVA,Str. România Muncitoare 78,1890
316,DJ-II-m-B-08121,Casă,municipiul CRAIOVA,Str. România Muncitoare 88,sf. sec. XIX
317,DJ-II-m-B-08122,Casa Diculescu,municipiul CRAIOVA,Str. Săvineşti 3,mijl. sec. XIX
318,DJ-II-m-B-08123,"Hotel ""New York""",municipiul CRAIOVA,Str. Sf. Dumitru 1,înc. sec. XX
319,DJ-II-m-B-08124,"Biserica ""Sf. Apostoli”",municipiul CRAIOVA,Str. Sfinţii Apostoli 1,"1783, pe temelia uneia din sec. XV"
320, DJ-II-m-B-08125, Casa Eskenazy, municipiul CRAIOVA, Bd. Ştirbei Vodă 1, mijl. sec. XIX
321,DJ-II-m-B-08126,Casa Rusănescu,municipiul CRAIOVA,Bd. Ştirbei Vodă 2,sf. sec. XIX
322,DJ-II-m-B-08127,Casa Mărăscu,municipiul CRAIOVA,Bd. Ştirbei Vodă 3,1912
323,DJ-II-m-B-08128,Casa Gheorghe Chiţu,municipiul CRAIOVA,Bd. Ştirbei Vodă 4,sf. sec. XIX
324,DJ-II-m-B-08129,Casa Grigore Chifu,municipiul CRAIOVA,Str. Teodoroiu Ecaterina 1,mijl. sec. XIX
325,DJ-II-m-B-08130,Casa Matei Băileşteanu,municipiul CRAIOVA,Bd. Titulescu Nicolae 4,sf. sec. XIX
326,DJ-II-m-B-08131,Casa Verdeşteanu,municipiul CRAIOVA,Bd. Titulescu Nicolae 10,sf. sec. XIX
327,DJ-II-m-B-08132,Casa Pessicu,municipiul CRAIOVA,Bd. Titulescu Nicolae 12,1870 - 1880
328,DJ-II-m-B-08133,Casa Cernătescu - Negrea,municipiul CRAIOVA,Bd. Titulescu Nicolae 24,sf. sec. XIX
329,DJ-II-m-B-08134,Casa Braboveanu,municipiul CRAIOVA,Bd. Titulescu Nicolae 26,1850 - 1860
330,DJ-II-m-B-08135,Casa Constantin Vălimărescu,municipiul CRAIOVA,Calea Unirii 4,1892
331,DJ-II-m-B-08136,Casa Stoilov-Bolintineanu,municipiul CRAIOVA,Calea Unirii 5,sf. sec. XIX
332,DJ-II-m-B-08137,Banca Naţională a României-Filiala Dolj,municipiul CRAIOVA,Calea Unirii 6,1888
333,DJ-II-m-B-08138,Biserica evanghelică,municipiul CRAIOVA,Calea Unirii 13,mijl. sec. XIX
334,DJ-II-m-A-08139,"Palatul Constantin Mihail, (azi Muzeul de Artă)",municipiul CRAIOVA,Calea Unirii 15,1898 - 1907
335,DJ-II-m-A-08140,"Palat Administrativ, azi Prefectură",municipiul CRAIOVA,Calea Unirii 19,1912 - 1913
336,DJ-II-m-B-08141,Casa Diamantopol,municipiul CRAIOVA,Calea Unirii 37,sf. sec. XIX
337,DJ-II-m-B-08142,Casa Costin,municipiul CRAIOVA,Calea Unirii 40,sf. sec. XIX
338,DJ-II-m-B-08143,Casă,municipiul CRAIOVA,Calea Unirii 41,sf. sec. XIX
339,DJ-II-m-B-08144,Casa Eskenazy,municipiul CRAIOVA,Calea Unirii 42,sf. sec. XIX
340,DJ-II-m-B-08145,Casa Boicescu,municipiul CRAIOVA,Calea Unirii 48,sf. sec. XIX
341,DJ-II-m-B-08146,Casă,municipiul CRAIOVA,Calea Unirii 49,sf. sec. XIX
342,DJ-II-m-B-08147,Casa Chintescu,municipiul CRAIOVA,Calea Unirii 56,sf. sec. XIX
343,DJ-II-m-A-08148,Casa Nicolae Romanescu,municipiul CRAIOVA,Calea Unirii 57,"1833, extindere 1872 şi 1903"
344,DJ-II-m-B-08149,Casă,municipiul CRAIOVA,Calea Unirii 59,sec. XIX
345,DJ-II-m-B-08150,"Biserica ""Adormirea Maicii Domnului"" şi ""Sf. Pantelimon” -Mântuleasa",municipiul CRAIOVA,Calea Unirii 59,"1786, refăcută la 1896"
346,DJ-II-m-B-08151,Casă cu prăvălie,municipiul CRAIOVA,Calea Unirii 60,sf. sec. XIX
347,DJ-II-m-B-08152,Casă,municipiul CRAIOVA,Calea Unirii 61,sf. sec. XIX
348,DJ-II-m-B-08153,Casa Grigorescu,municipiul CRAIOVA,Calea Unirii 61,sf. sec. XIX
349,DJ-II-m-B-08154,Casa Vârvoreanu,municipiul CRAIOVA,Calea Unirii 64,sf. sec. XIX
350,DJ-II-m-B-08155,Casa Teodoru,municipiul CRAIOVA,Calea Unirii 65,mijl. sec. XIX
351,DJ-II-m-B-08156,Casa Feraru,municipiul CRAIOVA,Calea Unirii 68,sf. sec. XIX
352,DJ-II-m-B-08157,Casa Schina,municipiul CRAIOVA,Calea Unirii 70,1898
353,DJ-II-m-B-08158,Casă,municipiul CRAIOVA,Calea Unirii 73,sf. sec. XIX
354,DJ-II-m-B-08159,Casa Câncea,municipiul CRAIOVA,Calea Unirii 74,mijl. sec. XIX
355,DJ-II-m-B-08160,"Casa ""Englezu”",municipiul CRAIOVA,Calea Unirii 80,sec. XIX
356,DJ-II-m-B-08161,"Hanul ""Cocor”",municipiul CRAIOVA,Calea Unirii 81,sf. sec. XIX
357,DJ-II-m-B-08162,Casa Gheorghe Chiţu,municipiul CRAIOVA,Calea Unirii 84,înc sec. XIX
358,DJ-II-m-B-08163,Casă,municipiul CRAIOVA,Calea Unirii 86,sf. sec. XIX
359, DJ-II-m-B-08164, Casa Zwillinger, municipiul CRAIOVA, Calea Unirii 88, sf. sec. XIX
360,DJ-II-m-B-08165,Casa Caleţeanu,municipiul CRAIOVA,Calea Unirii 98,mijl. sec. XIX
361,DJ-II-m-B-08166,Casa Vrăbiescu,municipiul CRAIOVA,Calea Unirii 100,mijl. sec. XIX
362,DJ-II-m-B-08167,Atelierele Brătăşanu,municipiul CRAIOVA,Str. Vlad Ţepeş 71 colţ cu str. Alexandru Macedonski,1910 - 1927
363,DJ-II-m-B-08168,Casa Becherescu,municipiul CRAIOVA,Str. Vladimirescu Tudor,1930
364,DJ-II-m-B-08169,Casă,municipiul CRAIOVA,Str. Vornicescu Nestor 6,sec. XIX
365,DJ-II-m-B-08170,"Biserica ""Sf. Nicolae”",sat ADÂNCATA; comuna GOIEŞTI,,1866
366,DJ-II-m-B-08171,"Biserica ""Izvorul Tămăduirii”",sat AFUMAŢI; comuna AFUMAŢI,,sec. XIX
367,DJ-II-m-B-08172,"Biserica ""Sf. Voievozi”",sat ALBEŞTI; comuna ŞIMNICU DE SUS,,1820
368,DJ-II-m-A-08173,"Biserica ""Sf. Voievozi”",sat ALMĂJ; comuna ALMĂJ,,1787 - 1789
