Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
275,TR-II-m-B-14419,Primărie,municipiul ROŞIORII DE VEDE,Str. Dunării 58,1912
276,TR-II-m-B-14421,"Şcoala veche, azi Şcoala gen. nr. 2 "" Al. Depărăţeanu""",municipiul ROŞIORII DE VEDE,Str. Dunării 126,1892
277,TR-II-m-B-14422,"Biserica ""Sf. Ioan Botezătorul”",municipiul ROŞIORII DE VEDE DE VEDE,Str. Eminescu Mihai 12 oraşului,1845
279,TR-II-m-B-14424,Turn de apă,municipiul ROŞIORII DE VEDE,"Aleea Gării de Est, în incinta Gării de",Est înc. sec. XX
280,TR-II-m-B-14425,"Biserica ""Adormirea Maicii Domnului”",municipiul ROŞIORII DE VEDE,Str. Ipătescu Ana 16,1836
281,TR-II-m-B-14429,Moara Georgescu,municipiul ROŞIORII DE VEDE,Str. Izbiceanu 4,1910
282,TR-II-a-B-14411,"Ansamblul urban ""Str. Mărăşeşti""",municipiul ROŞIORII DE VEDE,"Str. Mărăşeşti, ambele fronturi între 1-51 şi nr. 2-52, până la limita posterioară a loturilor",nr.
283,TR-II-m-B-14426,Uzina electrică,municipiul ROŞIORII DE VEDE,Str. Mărăşeşti 46,1914
284,TR-II-m-B-14428,Baia publică,municipiul ROŞIORII DE VEDE,Str. Mărăşeşti 48,1916
285,TR-II-m-B-14427,Judecătorie,municipiul ROŞIORII DE VEDE,Str. Mărăşeşti 52 A,1912
286,TR-II-a-B-14410,"Ansamblul urban ""Str. Oltului""",municipiul ROŞIORII DE VEDE,"Str. Oltului, frontul de la imobilul clasat ""Casa Burdescu"" până la intersecţia str. Republicii, până la limita posterioară a loturilor", cu
287,TR-II-m-B-14431,Casa Burdescu,municipiul ROŞIORII DE VEDE,Str. Oltului 29,1913
288,TR-II-m-B-14418,"Şcoala de meserii, azi Grup şcolar agricol",municipiul ROŞIORII DE VEDE,Str. Renaşterii 21,1905
289,TR-II-m-B-14432,"Liceul ""Anastasescu” Împăraţi” - Serdăreasa",municipiul ROŞIORII DE VEDE DE VEDE,Bd. Republicii 9-11,1919
291,TR-II-m-B-14430.01,"Biserica ""Sf. Împăraţi”- Serdăreasa",municipiul ROŞIORII DE VEDE,Str. Republicii 10,1832-1835
292,TR-II-m-B-14430.02,Zid de incintă,municipiul ROŞIORII DE VEDE,Str. Republicii 10,sec. XIX
293,TR-II-m-B-14433,Fabrica de Ulei-Unitatea nr.,2 municipiul ROŞIORII DE VEDE,Str. Republicii 47-49,1947
294,TR-II-a-B-14409,"Ansamblul urban ""Str. Sf. Teodor""",municipiul ROŞIORII DE VEDE,"Str. Sf. Teodor, frontul cuprins între -16, până la limita posterioară a loturilor",nr. 2
295,TR-II-m-B-14441,"Catedrala ""Sf. Teodor Tiron”",municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 1 A,1818
296,TR-II-m-B-14434,Casa Olimpia Popescu,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 4,înc. sec. XX
297,TR-II-m-B-14435,Casa Nicu Trăilă,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 5,înc. sec. XX
298,TR-II-m-B-14436,Casa Ionel Anastasescu,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 7,înc. sec. XX
299,TR-II-m-B-14437,Casa dr. Ştefan Noica,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 9,sf. sec. XIX
300,TR-II-m-B-14439,Casa Manolescu,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 11,înc. sec. XX
301,TR-II-m-B-14440,Casa Mamut,municipiul ROŞIORII DE VEDE,Str. Sf. Teodor 13,1899
302,TR-II-m-B-14438,Casa Daia Paraschiva”,municipiul ROŞIORII DE VEDE DE VEDE,Str. Sf. Teodor 16,înc. sec. XX
304,TR-II-a-B-14407,"Ansamblul urban ""Str. Tudor Vladimirescu""",municipiul ROŞIORII DE VEDE,"Str. Vladimirescu Tudor, frontul nr. 15, până la limita posterioară a loturilor",11-
305,TR-II-m-B-14446,Casa Petre Naidin,sat SALCIA; comuna SALCIA,"În partea de N a satului, la răscruce uliţe",de sf. sec. XIX
306,TR-II-m-B-14445,Casa Aurel Văduva,sat SALCIA; comuna SALCIA,"În centrul satului, lângă primărie",1910
307,TR-II-m-B-14444,Casa Rada Dogaru,sat SALCIA; comuna SALCIA,"Str. Principală, în centrul satului",1900
308,TR-II-m-A-14447,"Biserica de lemn ""Sf. Nicolae”",sat SÂRBENII DE JOS; comuna SÂRBENI,"Str. Primăriei 185, în cimitir",1778
309,TR-II-m-B-14449,Casa Răducu Filip,sat SEACA; comuna SEACA,"DN 51A, vis a vis de Dispensar",1910
310,TR-II-m-B-14450,Casa Eleonora Raicu,sat SEGARCEA-DEAL; comuna SEGARCEA- VALE,Str. Principală 36,1910
311,TR-II-m-B-14451,"Primăria, azi dispensar",sat SEGARCEA-DEAL; comuna SEGARCEA- VALE,"Str. Principală 56, vis-a-vis de școala generală",1900
312,TR-II-a-B-14452,Ferma Dona,sat SEGARCEA-VALE; comuna SEGARCEA- VALE,"Str. Linia Mare 41, între Segarcea Vale Lunca",şi 1930
313,TR-II-m-B-14452.01,Clădire administrativă,sat SEGARCEA-VALE; comuna SEGARCEA- VALE comuna SEGARCEA-,"Str. Linia Mare 41, între Segarcea Vale Lunca Lunca",şi 1930
315,TR-II-m-B-14454,Casa Marin Lupu,sat SEGARCEA-VALE; comuna SEGARCEA- VALE,Str. Turnu Măgurele 52,sf. sec. XIX
316,TR-II-m-B-14453,Casa Tudor Istrate,sat SEGARCEA-VALE; comuna SEGARCEA- VALE,"Str. Turnu Măgurele 107, la intersecţia DC spre Segarcea Deal",cu 1914
317,TR-II-m-A-14456,"Biserica de lemn ""Sf. Nicolae”",sat SERICU; comuna BLEJEŞTI,Șos. Sericului 15,1812
318,TR-II-m-B-14455,Şcoala veche,sat SERICU; comuna BLEJEŞTI,Șos. Sericului 19,1835
319,TR-II-m-B-14457,Primăria,sat SILIŞTEA; comuna SILIŞTEA,Şos. Alexandriei 7,înc. sec. XX
320,TR-II-m-B-14458,Spitalul vechi,sat SILIŞTEA; comuna SILIŞTEA,Şos. Bucureşti 52,înc. sec. XX
321,TR-II-m-B-14459,"Şcoala veche, azi Centrul memorial ""Marin Preda” şi biblioteca comunală",sat SILIŞTEA- GUMEŞTI; comuna SILIŞTEA-GUMEŞTI,În centrul satului,1910
322,TR-II-m-B-14460,Moara,sat SILIŞTEA- GUMEŞTI; comuna SILIŞTEA-GUMEŞTI,La intrarea în sat dinspre Tărtășeştii Sus,de 1926
323,TR-II-m-B-14461,Casa cu prăvălie Ecaterina Popescu,sat SILIŞTEA- GUMEŞTI; comuna SILIŞTEA-GUMEŞTI GUMEŞTI; comuna,"Str. Principală Sus, peste drum de moară",1920
325,TR-II-m-B-14464,Ruinele bisericii Zloteşti,sat SLĂVEŞTI; comuna TĂTĂRĂŞTII DE JOS,Cartier Zloteşti,sf. sec. XVIII
326,TR-II-m-B-14465,Casa Zoe Elena Neagoe,sat SLĂVEŞTI; comuna TĂTĂRĂŞTII DE JOS,În centrul satului,1900
327,TR-II-m-B-14466,Casa Tudora Bărăgan,sat SLĂVEŞTI; comuna TĂTĂRĂŞTII DE JOS,La intrarea în sat,1900
328,TR-II-m-A-14467,"Biserica ""Sf. Arhangheli Mihail şi Gavril”",sat SMÂRDIOASA; comuna SMÂRDIOASA,"22, în centrul localităţii",1824
329,TR-II-m-B-14468,Turn de apă,sat SUHAIA; comuna SUHAIA,"Str. Dunării 226, lângă şcoală",înc. sec. XX
330,TR-II-m-B-14470,Conacul Racotă,sat ŞTOROBĂNEASA; comuna ŞTOROBĂNEASA,"Str. Racotă Vasile 28, la intrarea în",sat 1900
331,TR-II-m-B-14473,Casa Elena Cristea,sat TALPA- BÂSCOVENI; comuna TALPA,Str. 22 Decembrie 1989 584,sf. sec. XIX
332,TR-II-m-B-14474,"Biserica de lemn ""Cuvioasa Paraschiva”",sat TALPA-OGRĂZILE; comuna TALPA,Str. Stoicescu Constantin 437,1912
333,TR-II-m-B-14476,Casa Domnica Mateescu (casa veche),sat TĂTĂRĂŞTII DE JOS; comuna TĂTĂRĂŞTII DE JOS,"În centrul satului, vis-a-vis de casa Dumitru Lecca",1900
334,TR-II-m-B-14463,Casa cu prăvălie Dumitru Lecca,sat TĂTĂRĂŞTII DE JOS; comuna TĂTĂRĂŞTII DE JOS JOS; comuna,Str. Principală,1903
336,TR-II-a-A-14477,Ruinele curţii boierilor Bălăceanu,sat TĂTĂRĂŞTII DE SUS; comuna TĂTĂRĂŞTII DE SUS,"""La Ziduri”, în centrul localităţii, lângă primărie",sec. XVIII
337,TR-II-m-A-14477.01,Ruine paraclis,sat TĂTĂRĂŞTII DE SUS; comuna TĂTĂRĂŞTII DE SUS,"""La Ziduri”, în centrul localităţii, lângă primărie",sf. sec. XVIII
338,TR-II-m-A-14477.02,Ruine case,sat TĂTĂRĂŞTII DE SUS; comuna TĂTĂRĂŞTII DE SUS,"""La Ziduri”, în centrul localităţii, lângă primărie",sec. XVIII
339,TR-II-m-A-14478,"Biserica de lemn ""Sf. Nicolae”",sat TELEORMANU; comuna MÂRZĂNEŞTI,"Str. Brândușelor, cartier Groșeni, la ieşirea din sat către Purani",1815
340, TR-II-m-B-14481, Casa Elena Ene, sat TRIVALEA- MOŞTENI; comuna TRIVALEA-MOŞTENI," Str. Principală, la intrarea în sat", 1920
341,TR-II-m-B-14480,Casa Marin Matei,sat TRIVALEA- MOŞTENI; comuna TRIVALEA-MOŞTENI,Str. Principală,1920
342,TR-II-m-B-14479,"Biserica ""Cuvioasa Paraschiva”",sat TRIVALEA- MOŞTENI; comuna TRIVALEA-MOŞTENI,"Cătun Ţuguieţii din Vale, în spatele","şcolii 1841, ref. 1873"
343,TR-II-m-B-14482,Podul peste râul Sâi,municipiul TURNU MĂGURELE,În partea de E a oraşului,1917
344,TR-II-m-B-14486,"Tribunalul, azi Judecătoria",municipiul TURNU MĂGURELE MĂGURELE,Str. 1 Decembrie 6,1914
346,TR-II-m-B-14488,Baia publică,municipiul TURNU MĂGURELE,Str. Alexandriei 1,înc. sec. XX
347,TR-II-a-B-14483,"Ansamblul urban ""Str. Nicolae Bălcescu""",municipiul TURNU MĂGURELE,"Str. Bălcescu Nicolae, între intersecţiile cu str. Sfânta Vineri, respectiv str. Bravul, ambele fronturi, până la limita posterioară a loturilor", Mihai
348,TR-II-m-B-14489,"Liceul ""Unirea”",municipiul TURNU MĂGURELE,Str. Castanilor 25,"1888, ref. 1926"
349,TR-II-m-B-14492,Spitalul Vechi,municipiul TURNU MĂGURELE,Str. Castanilor 42,înc. sec. XX
350,TR-II-a-B-14485,"Ansamblul urban ""Calea Dunării""",municipiul TURNU MĂGURELE,"Calea Dunării, între intersecţiile cu Republicii, respectiv str. Castanilor, ambele fronturi, până la limita posterioară a loturilor",str.
351,TR-II-m-B-14490,"Casa Prefectului, azi Administraţia Financiară",municipiul TURNU MĂGURELE,Calea Dunării 1,1880
352,TR-II-m-B-14491,Cazarma Veche,municipiul TURNU MĂGURELE,Calea Dunării 3,sf. sec. XIX
353,TR-II-m-B-14493,Gara,municipiul TURNU MĂGURELE,"Str. Mărăcineanu V., în partea de N oraşului",a 1893
354,TR-II-m-B-14494,"Liceul ""Sf. Haralambie”",municipiul TURNU MĂGURELE,Str. Oituz 11,sf. sec. XIX
355,TR-II-m-B-14366,Casa Grigore Dincă,municipiul TURNU MĂGURELE MĂGURELE,"Str. Oltului 67, în fostul sat Odaia, şoseaua Turnu Măgurele - Plopii Slăviteşti",pe 1900
357,TR-II-m-B-14495.01,Căpitănia,municipiul TURNU MĂGURELE,"Str. Portului 1, pe malul Dunării",1880
358,TR-II-m-B-14495.02,Anexă,municipiul TURNU MĂGURELE,"Str. Portului 1, pe malul Dunării",1880
359,TR-II-a-B-14484,"Ansamblul urban ""Str. David Praporgescu""",municipiul TURNU MĂGURELE,"Str. Praporgescu David, frontul cuprins între nr. 75-95, până la limita posterioară a loturilor",
360,TR-II-m-B-14497,"Casa Anastasescu, ulterior Muzeul Municipal de Artă",municipiul TURNU MĂGURELE,Bd. Republicii 4,1910
361,TR-II-m-A-14498,"Biserica ""Sf. Haralambie”",municipiul TURNU MĂGURELE,Bd. Republicii 6,1905
362,TR-II-m-B-14496,"Cinematograful ""Flacăra”",municipiul TURNU MĂGURELE,"Str. Republicii, în Parcul central",1936
363,TR-II-m-B-14499,Fosta Bancă Naţională,municipiul TURNU MĂGURELE,Str. Republicii 16,1891
364,TR-II-m-B-14500,Casa Aneta Constantinescu,municipiul TURNU MĂGURELE,Str. Rosetti C.A. 18,1870
365,TR-II-m-B-14501,"Clădirea fostei Cooperative de Credit ""Cetatea""",municipiul TURNU MĂGURELE,Str. Sfânta Vineri 3,sf. sec. XIX
366,TR-II-a-A-14502,"Ansamblul bisericii ""Sf. Vineri”",municipiul TURNU MĂGURELE,Str. Sfânta Vineri 4-6,1862
367,TR-II-m-A-14502.01,"Biserica ""Cuvioasa Paraschiva""",municipiul TURNU MĂGURELE,Str. Sfânta Vineri 4-6,1862
368,TR-II-m-A-14502.02,Casa parohială,municipiul TURNU MĂGURELE MĂGURELE,Str. Sfânta Vineri 4-6,1862
370,TR-II-m-B-14503,"Şcoala veche, azi Şcoala nr.",1 municipiul TURNU MĂGURELE,Str. Traian 1,1890
371,TR-II-m-B-14505,Casa Mircea Nicolescu,municipiul TURNU MĂGURELE,Str. Vlad Ţepeş 40,sf. sec. XIX
372,TR-II-m-B-14504,Casa Marieta Dorcescu,municipiul TURNU MĂGURELE,Str. Vladimirescu Tudor 28,1885
373,TR-II-m-B-14506,"Biserica ""Sf. Apostoli""",sat UDUPU; comuna TĂTĂRĂŞTII DE SUS,"Pe şoseaua Alexandria-Piteşti, în cimitir",1890
374,TR-II-m-B-14507,Casa Tudor Ghindeanu,sat URLUIU; comuna BOGDANA,"Str. Roșiorii de Vede 10, în centrul",satului 1900
375,TR-II-m-B-14508,Cişmeaua veche,sat VALEA PĂRULUI; comuna MÂRZĂNEŞTI,"Str. Principală, în centrul satului",1911
376,TR-II-m-B-14509,Moara,sat VALEA PĂRULUI; comuna MÂRZĂNEŞTI,"Str. Principală, în centrul satului",înc. sec. XX
377,TR-II-m-A-14510,"Biserica de lemn ""Cuvioasa Paraschiva”",oraş VIDELE,"Str. Luncii 34, cartier Cârtojanca, în cimitir",1782
378,TR-II-m-B-14511,"Biserica ""Sf. Nicolae”, ""Sf. Ioan Botezătorul”",sat VIIŞOARA; comuna VIIŞOARA,Str. Principală 943,1846
379,TR-II-m-B-14513,"Conacul Leonida Guşe, azi şcoală şi grădiniţă",sat VOIEVODA; comuna FURCULEŞTI,"Vis-a-vis de biserica ""Sf. Voievozi""",1900
380,TR-II-m-B-14514,"Biserica ""Sf. Voievozi''",sat VOIEVODA; comuna FURCULEŞTI,Vis-a-vis de conacul Guşe,1884
381,TR-II-m-B-14512,Casa Gheorghe Furculeşteanu,sat VOIEVODA; comuna FURCULEŞTI,Str. Principală 143,1929
383,TR-III-m-B-14516,Statuia domnitorului Alexandru Ioan Cuza,municipiul ALEXANDRIA,În Parcul Central,1914
384,TR-III-m-B-14517,Monumentul eroilor din Războiul de Independenţă (1877-1878),sat DRĂCEŞTI; comuna SCURTU MARE,"Str. Primăverii, lângă școala generală",mijl. sec. XX
385,TR-III-m-B-14518,Monumentul comemorativ Adunării de la Islaz (1848),al sat ISLAZ; comuna ISLAZ,"Str. Dunării 2192, în centrul localității, lângă școala generală",1969
386,TR-III-m-B-14519,Bustul lui Nicolae Bălcescu,municipiul ROŞIORII DE VEDE,"În parcul Nicolae Bălcescu, la intrarea incinta ştrandului",în 1957
387,TR-III-m-A-14523,Statuia Dorobanţului,municipiul TURNU MĂGURELE,În parcul din centrul comercial al oraşului,1907
388,TR-III-m-B-14525,Statuia domnitorului Mircea cel Bătrân,municipiul TURNU MĂGURELE,La intrarea în oraş,1970
389,TR-III-m-B-14524,Monumentul Independenţei,municipiul TURNU MĂGURELE,"Bd. Republicii, în Parcul Central",1985
390,TR-III-m-B-14526,Bustul lui David Praporgescu,municipiul TURNU MĂGURELE,"Str. Taberei 2, în faţa Policlinicii",1974
391,TR-IV-m-B-14520,Cavoul Arizan,municipiul ROŞIORII DE VEDE,"Str. Popescu Stelian, în cimitir",sf. sec. XIX
392,TR-IV-m-B-14521,Casa memorială Zaharia Stancu,sat SALCIA; comuna SALCIA,În centrul localităţii,1900
393,TR-IV-m-B-14522,Casa memorială Marin Preda,sat SILIŞTEA- GUMEŞTI; comuna SILIŞTEA-GUMEŞTI,În centrul satului,înc. sec. XX
