Nr. crt.,Cod LMI,Denumire,Localitate,Adresă,Datare
110,SB-I-s-B-11984,"Situl arheologic de la Orlat, punct ""La Zidu""","sat ORLAT; comuna ""La ORLAT CFR","Zidu”, pe înălţimea de lângă halta",
111,SB-I-m-B-11984.01,Fortificaţie cu val,"sat ORLAT; comuna ""La ORLAT CFR","Zidu”, pe înălţimea de lângă halta",sec. XIII - XIV
112,SB-I-m-B-11984.02,Aşezare,"sat ORLAT; comuna ""La ORLAT CFR","Zidu”, pe înălţimea de lângă halta",Epoca bronzului
113,SB-I-s-B-11985,Aşezare,"sat PĂUCA; ""Dealul comuna PĂUCA",Homm”,"Neolitic, Cultura Petreşti"
114,SB-I-s-B-11986,Fortificaţia medievală de la Răşinari,sat RĂŞINARI; Dealul comuna RĂŞINARI,dintre Răşinari şi Poplaca,sec. XIII - XIV
115,SB-I-s-B-11987,Aşezare rurală,sat ROŞIA; comuna Intravilan ROŞIA,,sec. II - III p. Chr.
116,SB-I-s-B-11988,Aşezarea romană de la Rusciori,sat RUSCIORI; La comuna ŞURA versantului MICĂ,"2 km V de sat, pe un platou al Secaşelor",sec. II - III p. Chr.
117,SB-I-m-B-11989,Aşezarea romană de la Ruşi,"sat RUŞI; comuna ""Sub SLIMNIC la","Mesteacăn”, pe dealul omonim de V de sat",sec. II - III p. Chr.
118,SB-I-s-B-11990,Aşezarea romană de la Săcădate,"sat SĂCĂDATE; Intravilan, comuna AVRIG",între biserică şi şcoală,sec. II - III p. Chr.
119,SB-I-s-B-11991,Cetatea Salgo,sat SIBIEL; oraş La SĂLIŞTE,2 km SV de sat,sec. XII - XIII
120,SB-I-s-B-11992,Aşezare,"sat SLIMNIC; ""Cetăţeaua” comuna SLIMNIC",,"Epoca bronzului, Cultura Coţofeni"
121,SB-I-s-B-11993,"Aşezarea romană de la Slimnic, punct ""Şarba - La Saivane""","sat SLIMNIC; ""Şarba comuna SLIMNIC extremitatea cursul dealurile Şurii","- La Saivane”, la 4 km SE de S a intravilanului, pe inferior al pârâului Şarba, între Coastele Şarbei (N), Pădurile (E), Lan",sec. II - III p. Chr.
122,SB-I-s-B-11994,"Situl arheologic de la Slimnic, punct „Şarba - Stempen”","sat SLIMNIC; ""Şarba comuna SLIMNIC",- Stempen”,sec. I a.Chr. - I p.Chr.
123,SB-I-m-B-11994.01,Aşezare,"sat SLIMNIC; ""Şarba comuna SLIMNIC intravilanului, pâraielor km","- Stempen”, la extremitatea S a la S de confluenţa a Bacia şi Şarba, până la 1-1,2 S-SE de aceeaşi confluenţă",sec. II - III p. Chr.
124,SB-I-m-B-11994.02,Aşezare,"sat SLIMNIC; ""Şarba comuna SLIMNIC intravilanului, pâraielor km","- Stempen”, la extremitatea S a la S de confluenţa a Bacia şi Şarba, până la 1-1,2 S-SE de aceeaşi confluenţă","sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
125,SB-I-s-B-11995,Aşezare,"sat SLIMNIC; ""În comuna SLIMNIC intravilanului","Rusu”, la 1 km N de extremitatea",sec. II - III p. Chr.
126,SB-I-s-B-11996,Situl arheologic de la Slimnic,sat SLIMNIC; La comuna SLIMNIC Slimnicului,"1,5 km V de sat în dreapta văii",sec. IX - X
127,SB-I-m-B-11996.01,Aşezare,"sat SLIMNIC; La comuna SLIMNIC Slimnicului,","1,5 km V de sat în dreapta văii şi a DJ Slimnic Mândra",sec. IX - X
128,SB-I-m-B-11996.02,Aşezare,sat SLIMNIC; La comuna SLIMNIC,1 km N de intravilan,sec. II - III p. Chr.
129,SB-I-s-B-11997,Aşezare,"sat ŞEICA MICĂ; ""Huesen”, comuna ŞEICA MICĂ",Dealul Hasenberg la V de sat,"sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
130,SB-I-s-B-11998,Necropolă,"sat ŞEICA MICĂ; ""La comuna ŞEICA MICĂ","Troci”, Progadie - cariera de argilă","sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
131,SB-I-s-B-11999,Situl arheologic de la Şeica Mică,"sat ŞEICA MICĂ; ""Cetatea” comuna ŞEICA MICĂ",,sec. VI
132,SB-I-m-B-11999.01,Aşezare,"sat ŞEICA MICĂ; ""Cetatea”, comuna ŞEICA sat MICĂ",pe un promontoriu la E de,sec. VI
133,SB-I-m-B-11999.02,Aşezare,"sat ŞEICA MICĂ; ""Cetatea”, comuna ŞEICA sat MICĂ",pe un promontoriu la E de,sec. II - III p. Chr.
134,SB-I-m-B-11999.03,Fortificaţie,"sat ŞEICA MICĂ; ""Cetatea”, comuna ŞEICA sat MICĂ",pe un promontoriu la E de,"sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
135,SB-I-m-B-11999.04,Aşezare fortificată,"sat ŞEICA MICĂ; ""Cetatea”, comuna ŞEICA sat MICĂ",pe un promontoriu la E de,Hallstatt
136,SB-I-m-B-11999.05,Aşezare fortificată,"sat ŞEICA MICĂ; ""Cetatea”, comuna ŞEICA sat MICĂ",pe un promontoriu la E de,Epoca bronzului
137,SB-I-s-B-12000,Necropolă de incineraţie,"sat ŞEICA MICĂ; ""Dealul comuna ŞEICA MICĂ","Galbrich”, la V de sat","sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
138,SB-I-s-B-12001,Aşezare,"sat ŞEICA MICĂ; ""Şesul comuna ŞEICA MICĂ",Morii”,sec. II - III p. Chr.
139,SB-I-s-B-12002,Fortificaţie cu val de pământ şi şanţ,"sat ŞURA MARE; ""Valea comuna ŞURA MARE",Rechgraben”,Epocă neprecizată
140,SB-I-s-B-12003,Situl arheologic de la Şura Mare,"sat ŞURA MARE; ""Râsloave” comuna ŞURA MARE",,Neolitic
141,SB-I-m-B-12003.01,Urme de locuire suprapusă,"sat ŞURA MARE; ""Râsloave” comuna ŞURA MARE",,sec. XI
142,SB-I-m-B-12003.02,Aşezare,"sat ŞURA MARE; ""Râsloave” comuna ŞURA MARE",,Neolitic
143,SB-I-s-B-12004,Situl arheologic de la Şura Mică,sat ŞURA MICĂ; La comuna ŞURA Ocna MICĂ,"1 km N de sat, la V de DJ Şura Mică – Sibiului",sec. I a.Chr. - I p.Chr.
144,SB-I-m-B-12004.01,Aşezare,sat ŞURA MICĂ; La comuna ŞURA Ocna MICĂ,"1 km N de sat, la V de DJ Şura Mică – Sibiului",sec. II - III p. Chr.
145,SB-I-m-B-12004.02,Aşezare,sat ŞURA MICĂ; La comuna ŞURA Ocna MICĂ,"1 km N de sat, la V de DJ Şura Mică – Sibiului","sec. I a.Chr. - I p.Chr., Cultura geto - dacică"
146,SB-I-s-B-12005,"Situl arheologic de la Târnava, punct ""Platoul Burg-Cetate""",sat TÂRNAVA; Platoul comuna TÂRNAVA,Burg-Cetate,
147,SB-I-m-B-12005.01,Fortificaţie de pământ,sat TÂRNAVA; Burg-Cetate comuna TÂRNAVA,,sec. VIII - XIII
148,SB-I-m-B-12005.02,Fortificaţie cu două valuri de pământ,sat TÂRNAVA; Burg-Cetate comuna TÂRNAVA,,sec. V - VII
149,SB-I-m-B-12005.03,Morminte izolate,sat TÂRNAVA; Burg-Cetate comuna TÂRNAVA,,Epoca romană
150,SB-I-m-B-12005.04,Aşezare,sat TÂRNAVA; Burg-Cetate comuna TÂRNAVA,,"Neolitic, Cultura Petreşti"
151,SB-I-s-B-12006,"Situl arheologic de la Târnava, punct ""Mihalţ""","sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,
152,SB-I-m-B-12006.01,Urme de locuire,"sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,sec. VII - VIII
153,SB-I-m-B-12006.02,Urme de locuire,"sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,sec. IV p. Chr.
154,SB-I-m-B-12006.03,Urme de locuire,"sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,Epoca romană
155,SB-I-m-B-12006.04,Urme de locuire,"sat TÂRNAVA; ""Mihalţ” comuna TÂRNAVA",,Hallstatt
